total_area,living_area,kitchen_area,cityCenters_nearest,bedrooms,floors_total,ceiling_height,airports_nearest,floor,balcony,price_class
190.0,89.7,25.86,6801,5,8,3.0,26462,8,0,1.0
100.0,76.0,10.0,4798,4,5,3.0,25950,5,0,1.0
98.0,65.6,9.2,14594,4,7,3.0,19425,6,0,1.0
68.0,44.0,8.0,9913,3,12,2.64,35620,3,0,1.0
62.3,31.9,10.8,15458,2,17,2.65,35452,3,2,1.0
32.4,17.9,6.2,16890,1,9,2.5,51708,7,0,0.0
45.0,20.0,12.0,14127,1,16,2.8,15331,10,2,0.0
97.0,57.2,17.4,16333,2,15,2.53,52108,7,0,1.0
45.7,28.5,7.0,13123,2,10,2.56,36209,9,2,1.0
54.0,27.0,12.0,7734,2,17,2.7,15706,5,2,1.0
55.0,32.6,10.0,10868,2,12,2.6,29998,10,0,0.0
160.0,112.7,15.4,3510,6,5,3.17,19620,3,1,1.0
45.0,28.0,5.0,11198,2,5,2.5,9863,1,0,0.0
29.2,15.1,7.1,14499,1,9,2.5,13413,7,0,0.0
67.0,43.6,8.8,15984,3,9,2.6,25151,4,2,0.0
55.2,40.0,6.0,11020,3,5,2.5,10966,5,1,0.0
85.0,54.0,11.5,5222,4,5,3.2,24654,4,0,1.0
55.0,31.5,15.0,9128,2,3,3.0,32050,3,1,1.0
33.0,18.0,9.0,12886,1,17,2.7,33224,5,2,0.0
38.0,18.0,8.3,15016,1,6,2.65,34714,6,1,0.0
100.0,55.0,14.0,13845,3,12,2.7,32746,6,0,1.0
51.0,31.0,7.0,6969,2,12,2.8,29597,4,1,1.0
65.6,36.7,10.9,11992,2,10,2.55,11657,10,2,1.0
43.8,27.1,6.6,13745,2,9,2.5,15204,3,0,0.0
129.0,81.0,19.0,2454,3,8,3.02,22913,7,1,1.0
45.0,19.3,12.6,14657,1,16,2.55,25944,4,1,0.0
41.0,19.2,10.4,12628,1,17,2.75,35714,16,1,0.0
101.9,72.8,8.3,6107,4,5,3.5,16655,3,0,1.0
115.0,67.0,18.0,3855,3,5,3.2,31363,4,1,1.0
48.1,26.0,9.0,5037,1,4,3.2,24818,3,0,1.0
36.8,26.0,10.0,14779,1,24,2.65,12188,20,4,0.0
114.4,64.1,22.1,5827,3,5,3.0,24733,5,0,1.0
115.7,47.4,30.9,5894,3,10,3.0,26890,10,1,1.0
61.6,43.2,6.3,16105,3,9,2.5,48125,5,2,0.0
31.0,17.0,5.6,13701,1,5,2.5,12025,3,0,0.0
57.0,39.0,6.0,14775,3,9,2.5,50421,5,2,0.0
40.83,16.16,8.9,12843,1,16,2.75,38900,16,2,0.0
53.5,33.1,7.3,13181,2,14,2.5,17135,2,1,1.0
32.8,17.9,6.3,15277,1,15,2.5,48669,9,2,0.0
48.0,20.0,11.0,12113,1,13,2.5,33971,4,0,1.0
71.0,54.0,9.0,15567,3,12,2.7,13523,5,0,1.0
52.5,30.6,7.0,16414,2,9,2.56,13822,1,0,0.0
91.0,66.5,8.0,4338,4,4,3.3,25763,2,0,1.0
64.3,31.7,12.0,17071,2,23,2.7,21743,21,0,0.0
67.8,37.0,16.0,12509,2,12,2.8,40806,7,0,1.0
47.0,18.0,15.0,15749,1,10,2.6,35447,9,2,0.0
40.0,20.0,10.0,13222,1,9,2.65,32742,5,0,0.0
72.0,41.4,10.6,11424,3,16,2.65,28998,7,2,1.0
109.0,71.0,11.0,4893,4,7,3.0,26191,5,0,1.0
67.3,31.6,11.1,8248,2,17,2.8,30954,8,1,1.0
39.0,16.1,12.8,13279,1,23,2.65,15297,23,0,0.0
120.4,75.0,13.0,2846,3,5,3.5,24517,5,1,1.0
48.7,28.5,10.6,4542,2,5,2.7,23974,1,0,1.0
66.7,36.0,15.0,16722,2,10,2.85,17720,2,1,1.0
72.0,45.0,18.0,6080,2,13,2.85,27378,7,2,1.0
42.0,26.0,7.0,8922,2,5,2.6,35278,5,1,0.0
42.5,32.7,6.0,12956,3,5,2.6,12411,5,0,0.0
96.0,47.7,13.2,4281,3,10,2.7,30742,2,2,1.0
37.0,16.0,11.0,12409,1,17,2.5,36080,5,0,0.0
33.3,17.4,7.8,11382,1,9,2.68,28185,5,0,0.0
35.0,18.0,9.0,14228,1,15,2.6,15432,11,0,0.0
53.7,33.1,8.0,11212,2,9,2.5,17944,2,0,0.0
95.0,65.0,30.0,8536,3,6,3.15,11457,6,1,1.0
37.4,18.0,9.4,16030,1,16,2.6,46161,12,0,0.0
34.0,18.0,7.2,15795,1,9,2.5,16793,2,1,0.0
77.0,44.0,8.7,12700,3,14,2.55,11506,3,0,1.0
60.0,34.9,7.4,13445,2,14,2.5,11838,12,0,1.0
92.0,67.0,8.0,2481,4,3,3.3,24328,2,0,1.0
79.7,47.4,14.9,13990,3,16,2.67,32826,9,0,1.0
33.17,18.08,6.3,16890,1,12,2.7,47948,11,0,0.0
55.0,32.0,10.5,14137,2,16,2.65,38854,1,0,0.0
31.0,17.0,6.0,8990,1,5,2.6,31911,4,1,0.0
33.0,19.0,7.0,10326,1,9,2.6,18794,6,0,0.0
71.3,46.1,8.0,10057,2,7,2.95,10708,4,0,1.0
75.0,47.0,9.0,10822,3,5,3.0,39119,5,0,1.0
31.1,13.6,8.5,16782,1,9,2.5,16874,1,0,0.0
54.1,32.7,9.8,11718,2,25,2.6,36784,2,0,1.0
46.6,33.0,8.0,3086,2,5,3.3,19994,5,0,1.0
62.1,36.0,13.4,12679,2,10,2.56,11022,1,1,1.0
36.0,20.0,8.0,15618,1,24,2.7,16616,1,0,0.0
59.4,41.7,6.0,11564,3,9,2.7,32428,3,5,0.0
69.7,42.0,7.9,15039,3,9,2.5,44812,4,0,1.0
45.7,28.6,7.0,12267,2,9,2.5,33623,6,2,0.0
32.0,17.9,6.3,17252,1,9,2.6,45014,6,0,0.0
62.2,19.0,30.6,20802,1,3,2.7,44870,2,0,1.0
34.21,16.62,9.19,18701,1,10,2.8,19699,7,2,0.0
76.0,50.0,12.3,22010,3,10,2.55,18585,8,2,0.0
79.0,53.0,8.0,7574,3,5,3.0,15083,5,0,1.0
39.0,17.0,9.0,4381,1,5,2.5,19626,5,0,1.0
28.7,14.4,5.6,12222,1,9,2.5,32629,3,0,0.0
30.0,16.0,6.5,14433,1,5,2.65,21703,3,0,0.0
59.6,40.0,7.0,13317,3,9,2.6,18662,6,0,0.0
45.2,27.8,7.2,15208,2,5,2.6,46591,3,1,0.0
44.0,21.0,11.0,15686,1,25,2.8,52192,5,0,0.0
40.0,18.0,12.3,15447,1,19,2.8,34279,2,0,0.0
44.0,15.5,12.3,14772,1,25,2.7,35257,11,1,0.0
90.2,57.8,8.6,4513,4,5,3.0,24104,1,0,1.0
30.0,16.1,5.28,23072,1,4,2.5,21361,1,0,0.0
83.4,45.6,12.5,19150,3,7,2.75,40096,7,0,0.0
48.0,28.0,8.2,14413,2,12,2.65,15617,5,2,0.0
31.6,18.3,6.5,7107,1,5,2.5,28168,4,1,0.0
34.4,15.8,9.1,13445,1,16,2.83,10069,15,2,0.0
59.01,41.35,9.27,5094,2,4,3.1,24554,3,0,1.0
72.2,45.0,11.5,11506,2,4,3.0,39803,3,0,1.0
33.4,17.6,8.0,12539,1,9,2.5,12627,8,1,0.0
32.0,16.0,8.7,12155,1,25,2.6,43371,19,2,0.0
336.0,106.1,21.0,14795,5,3,3.0,15036,2,1,1.0
31.1,18.2,6.3,16526,1,9,2.5,51844,9,0,0.0
41.0,19.0,11.5,15950,1,25,2.5,35194,23,0,0.0
71.41,40.32,11.35,10581,2,20,2.73,39357,10,0,1.0
55.0,32.0,11.0,12063,2,12,2.5,32168,10,0,0.0
57.0,40.0,6.0,11615,3,9,2.55,32469,5,0,0.0
167.1,102.3,22.3,7232,4,15,2.75,29860,6,1,1.0
72.0,37.0,10.0,13347,2,15,2.6,18119,7,0,1.0
31.3,17.3,5.8,15403,1,5,2.5,42899,4,1,0.0
68.0,38.5,10.1,2849,2,4,3.15,21562,1,0,1.0
64.5,36.6,9.8,1292,3,4,3.27,21308,4,0,1.0
50.0,23.0,11.0,7348,2,5,3.0,28501,2,0,0.0
57.2,39.0,6.2,13275,3,9,2.5,50800,4,0,0.0
51.0,22.0,16.0,14199,1,22,3.0,15402,1,0,0.0
133.9,74.99,19.2,2391,4,3,3.6,23843,3,0,1.0
96.0,58.8,12.6,15365,3,25,2.76,22751,17,4,1.0
43.5,20.0,8.0,16921,1,20,2.7,44382,17,0,1.0
44.0,17.3,11.1,12111,1,16,2.8,12199,14,0,0.0
80.0,50.7,9.0,1139,3,4,2.73,20923,4,0,1.0
57.2,39.3,6.1,15980,3,5,2.55,16070,4,2,0.0
43.0,27.5,6.0,9054,2,6,2.5,39795,5,0,0.0
58.8,37.6,7.0,15377,3,9,2.5,49819,8,1,0.0
65.5,51.0,9.4,5110,4,5,2.46,24542,4,0,1.0
31.5,17.0,5.6,12344,1,5,2.5,14562,2,0,0.0
54.3,39.8,5.0,11182,3,5,2.5,12867,1,0,0.0
73.0,49.0,6.3,10894,4,9,2.56,33338,8,0,0.0
72.5,50.0,7.4,743,4,5,3.2,21135,1,0,1.0
60.0,39.0,7.0,15318,3,9,2.5,12727,7,0,0.0
50.1,36.7,8.0,7287,2,7,3.0,16083,2,0,0.0
190.0,130.0,25.0,1032,5,7,3.0,21179,6,0,1.0
92.0,50.0,15.0,12558,3,12,2.8,40855,11,2,1.0
49.1,31.0,7.0,20444,1,35,2.5,18732,3,0,1.0
90.5,62.1,8.3,9632,4,7,2.5,27726,5,0,1.0
64.0,29.0,27.0,16788,2,24,2.7,21460,14,2,1.0
45.0,28.0,7.2,17582,2,5,2.5,45344,3,1,0.0
106.5,84.0,13.0,6085,3,5,3.2,17198,2,0,1.0
39.9,17.8,12.8,15015,1,19,2.8,38171,12,2,0.0
53.3,21.3,12.0,12551,1,16,2.75,10934,7,0,1.0
80.8,49.2,10.9,16210,3,8,2.54,35908,7,2,1.0
41.0,17.8,10.3,17405,1,23,2.75,22077,16,0,0.0
34.7,16.0,10.7,12403,1,17,2.65,36132,8,1,0.0
152.0,103.3,11.0,1877,6,5,3.1,20498,1,0,1.0
98.0,64.0,12.0,3851,4,4,3.0,23548,3,0,1.0
51.2,30.1,6.8,11090,2,5,2.5,39524,4,0,0.0
50.9,32.2,6.5,13719,2,9,2.5,15178,5,0,0.0
37.9,16.4,9.1,16005,1,17,2.78,17209,3,0,0.0
37.3,18.0,9.0,16502,1,12,2.5,49589,4,2,0.0
106.0,60.0,17.0,12398,3,25,2.8,40584,14,0,1.0
113.0,68.0,14.0,4497,4,15,2.5,18904,7,0,1.0
52.3,28.6,8.4,12258,2,12,2.65,33538,3,2,1.0
80.3,42.6,15.8,11096,2,8,3.0,39393,4,0,1.0
48.3,36.8,5.2,12675,4,5,2.6,17901,1,0,0.0
63.0,32.6,11.8,12738,2,24,2.75,10663,12,2,1.0
80.0,48.0,15.0,17135,3,12,2.75,15264,1,0,1.0
45.0,31.0,6.0,13060,2,5,2.55,14519,5,1,0.0
48.0,27.0,7.5,11312,2,16,2.6,32181,8,1,0.0
120.4,70.48,17.59,4281,4,11,2.7,30742,10,0,1.0
74.5,49.0,6.5,16419,4,9,2.5,51091,1,0,1.0
41.7,29.8,5.3,14520,3,5,2.5,15724,3,0,0.0
87.3,50.7,15.6,15500,4,10,2.7,17625,4,0,1.0
64.9,43.6,7.2,12727,3,9,2.5,17623,6,1,1.0
41.6,26.6,6.0,4155,2,8,2.65,20053,7,0,0.0
119.0,47.0,50.0,5332,3,8,3.3,24764,2,0,1.0
82.5,44.0,10.4,3465,2,6,3.3,22033,1,0,1.0
45.9,30.8,6.5,14252,2,5,2.5,41748,1,0,0.0
98.2,63.3,12.0,5314,3,5,3.0,24746,4,0,1.0
55.0,15.0,17.5,18194,1,26,2.8,45469,21,1,0.0
46.0,28.0,7.0,15648,2,9,3.0,49928,2,2,0.0
68.5,33.4,12.6,16825,2,13,3.06,17787,5,0,1.0
44.0,27.4,6.8,13138,2,9,2.5,29227,8,0,0.0
36.0,18.7,8.6,13498,1,16,2.7,15483,16,2,0.0
56.7,33.7,11.4,3402,1,3,3.6,24796,1,0,1.0
45.0,16.4,11.1,7943,1,13,2.75,29110,7,1,1.0
38.3,19.9,10.1,11791,1,12,2.65,28199,7,0,0.0
178.5,94.89,19.35,8434,4,16,3.1,37407,9,0,1.0
67.0,33.9,13.0,14673,2,18,2.75,15877,8,2,1.0
44.5,27.4,7.1,19019,2,5,2.5,46295,1,0,0.0
47.0,30.0,7.2,10980,2,9,2.6,29765,3,2,0.0
114.2,65.4,17.0,12525,3,23,2.75,17393,17,1,1.0
35.1,15.9,9.8,17642,1,23,2.75,22314,1,0,0.0
65.5,29.2,22.3,5484,2,6,3.4,21034,2,0,1.0
32.0,17.3,5.5,16595,1,5,2.5,20864,4,1,0.0
124.1,79.4,20.0,5527,5,4,3.2,26825,3,0,1.0
40.0,21.0,6.2,13141,1,3,2.75,32676,2,0,0.0
52.5,32.2,8.0,6283,2,5,3.02,27436,2,0,1.0
134.7,71.3,17.6,1200,4,5,2.8,21643,4,0,1.0
65.8,35.0,11.0,11163,3,12,2.5,35646,4,0,1.0
42.0,18.0,11.0,5249,1,23,3.0,26402,11,2,1.0
44.0,27.0,6.5,16103,2,9,2.5,16057,6,2,0.0
45.6,17.4,14.5,15388,1,25,2.78,51412,2,2,0.0
105.3,69.0,8.0,7971,4,4,3.0,38711,1,0,1.0
33.3,17.5,8.0,16941,1,12,2.5,52056,8,1,0.0
38.8,15.2,8.7,14657,1,19,2.75,37781,19,0,0.0
28.71,15.33,6.2,9118,1,7,2.52,27231,2,0,0.0
31.0,17.6,6.3,14150,1,5,2.65,41646,3,0,0.0
43.0,18.0,11.0,13242,1,25,2.5,7026,2,0,0.0
34.0,17.5,7.3,11581,1,14,2.56,34016,4,2,0.0
31.0,16.0,6.0,8305,1,5,2.5,16774,5,0,0.0
36.7,19.6,10.0,15930,1,14,2.8,43427,12,2,0.0
97.4,54.4,13.6,11096,3,8,4.0,39393,6,0,1.0
47.2,21.0,10.3,14185,1,9,2.7,42482,6,1,1.0
46.0,27.0,6.3,16386,2,9,2.5,46501,6,0,0.0
73.7,54.5,6.7,14261,4,9,2.56,25384,8,2,1.0
75.0,46.0,11.0,15837,3,14,2.63,35535,3,0,1.0
47.0,18.0,14.0,13171,1,5,2.7,33358,2,2,0.0
50.2,30.5,9.5,14051,2,9,2.57,15511,5,0,0.0
47.2,18.9,13.2,16785,1,9,2.7,48152,7,1,0.0
53.72,29.21,10.52,13149,2,24,2.8,9354,2,0,1.0
60.0,39.0,7.0,8745,2,2,2.9,37059,1,0,1.0
153.0,86.1,19.4,8460,4,17,3.05,37434,9,0,1.0
41.0,22.0,9.4,12887,1,4,3.4,20637,2,0,0.0
83.0,54.8,11.9,15753,3,17,2.8,35451,11,0,1.0
70.0,43.1,8.3,21258,3,9,2.7,19546,4,2,0.0
65.0,36.0,13.5,14855,2,16,2.75,42351,2,0,1.0
72.0,30.5,10.0,14945,3,13,2.8,51678,4,1,0.0
54.0,30.0,9.0,16735,2,12,2.5,49065,8,0,0.0
48.6,28.1,6.0,16655,2,9,2.55,49574,2,0,0.0
34.0,17.1,9.01,17628,1,19,2.75,18625,7,2,0.0
64.9,45.3,6.3,7480,3,9,2.5,30108,8,0,1.0
60.0,39.0,6.3,14775,3,9,2.5,50421,7,0,0.0
63.1,26.3,13.1,12612,2,14,2.5,37715,4,0,1.0
45.75,28.1,6.8,14958,2,5,2.57,22229,3,0,0.0
65.9,19.7,37.7,8460,2,16,3.0,37434,13,0,1.0
256.0,167.0,28.8,4504,6,5,4.0,25801,3,0,1.0
37.5,20.0,7.1,12316,1,10,2.5,13520,3,2,0.0
60.0,41.9,6.0,15204,3,9,2.5,47059,6,0,0.0
100.8,34.6,28.4,3304,2,4,2.95,19685,1,0,1.0
43.3,27.0,6.0,9922,2,5,2.64,35641,4,0,1.0
56.0,32.4,8.2,14939,2,5,3.0,20137,1,0,0.0
30.0,15.0,8.5,14723,1,9,2.5,42219,9,0,0.0
59.1,37.7,7.2,15648,3,9,2.53,49928,3,2,0.0
31.9,17.8,6.2,12310,1,9,2.5,11558,8,0,0.0
42.6,22.1,12.0,13749,1,25,2.8,33881,7,0,0.0
81.9,45.6,15.5,17405,3,23,2.75,22077,13,0,0.0
31.5,17.5,5.5,15740,1,5,2.5,21417,4,1,0.0
59.0,36.0,8.4,6877,3,4,3.4,28030,2,0,0.0
51.0,31.0,6.5,14412,2,9,2.55,41909,5,1,0.0
97.35,34.3,38.86,14849,2,16,3.0,52388,11,0,1.0
129.0,75.0,15.0,5080,3,9,3.0,32121,5,2,1.0
42.2,29.7,7.0,18044,3,5,2.5,18136,2,0,0.0
66.1,42.2,10.7,13023,3,16,2.67,33691,7,2,1.0
165.2,59.8,13.4,4579,3,19,3.0,18995,19,0,1.0
31.8,17.2,6.0,5982,1,5,2.55,30335,1,0,0.0
37.31,22.7,7.41,13589,1,5,2.5,15049,2,2,0.0
38.1,19.7,10.1,16034,1,12,2.7,50706,2,0,0.0
35.0,11.0,16.0,13330,1,16,2.7,10031,10,0,0.0
74.5,55.1,6.9,10948,4,9,2.52,16735,6,0,1.0
105.3,60.0,17.5,14289,3,18,2.65,15493,17,1,1.0
59.6,42.9,6.2,11450,3,9,2.55,12045,3,1,0.0
40.1,17.1,11.0,22668,1,16,2.7,20956,8,0,0.0
43.0,19.0,11.0,14153,1,24,2.77,37625,13,2,0.0
41.0,17.0,10.0,11925,1,17,2.7,36772,8,0,0.0
88.8,52.21,11.78,8434,3,16,3.1,37407,6,0,1.0
74.0,40.5,12.6,16825,2,8,2.5,17787,3,4,1.0
53.9,33.3,8.4,8969,2,5,3.0,13831,4,0,1.0
54.6,27.0,9.2,4252,2,5,3.4,19497,1,0,0.0
137.0,97.0,10.0,4832,4,5,3.0,24264,4,0,1.0
71.0,43.0,11.0,12386,3,12,2.65,33458,5,1,0.0
58.7,31.5,11.7,21689,1,4,3.12,44870,3,2,1.0
43.0,13.0,17.0,15853,1,24,2.6,35847,23,2,1.0
50.0,26.5,11.0,12471,2,16,2.65,31962,11,0,0.0
50.0,39.0,6.5,13104,4,5,2.55,12458,4,0,0.0
65.0,30.0,8.0,18069,2,5,2.6,7893,4,1,1.0
166.0,52.0,64.0,5955,3,7,3.3,32863,1,0,1.0
80.8,55.0,7.7,7616,3,6,3.0,16085,4,0,1.0
54.2,21.0,14.2,12998,1,23,2.8,12747,4,0,1.0
42.0,16.4,10.0,12099,1,24,2.9,11555,16,2,0.0
76.0,48.6,7.4,3084,3,5,2.86,22435,1,0,1.0
193.2,83.8,17.6,5196,4,6,2.5,22383,5,1,1.0
44.1,25.0,10.1,14985,1,7,3.0,18672,3,0,0.0
72.0,46.0,8.0,11210,3,9,2.6,24198,3,1,1.0
59.1,39.2,7.0,4255,3,5,2.66,25680,2,0,1.0
281.1,193.5,26.6,2453,6,5,3.3,21480,3,0,1.0
91.0,57.3,9.8,13936,3,13,2.7,15395,12,1,1.0
45.0,31.0,6.0,12661,2,5,2.55,28638,2,1,0.0
49.0,32.8,6.5,5614,2,8,2.49,26911,2,0,1.0
43.0,28.0,5.0,15437,2,4,2.55,41313,3,1,0.0
40.0,15.0,10.0,8684,1,18,2.7,32781,10,0,0.0
51.2,20.0,12.0,14656,1,17,2.84,33557,15,2,1.0
112.0,83.0,10.0,1645,4,4,4.5,22794,2,0,1.0
147.0,69.28,33.0,7615,4,7,2.5,28768,5,0,1.0
31.0,17.0,6.2,10880,1,5,2.5,44098,1,0,0.0
54.0,31.0,11.0,13841,2,18,2.77,7659,10,0,1.0
57.0,32.0,8.0,14437,2,12,2.55,51425,4,2,0.0
58.0,38.9,5.5,16741,3,5,2.5,16831,2,0,0.0
45.2,27.3,6.0,14968,2,5,2.5,48211,4,0,0.0
88.3,67.9,8.0,15192,4,9,2.65,50563,1,0,1.0
42.7,28.0,6.6,10666,2,12,2.5,44030,1,0,0.0
38.9,20.0,10.8,12403,1,17,2.5,36132,9,0,0.0
46.0,20.0,14.0,13995,1,10,2.6,32831,2,0,0.0
38.7,16.4,10.0,21598,1,12,2.65,19886,3,0,0.0
81.4,31.8,9.8,3512,3,4,3.4,21724,2,0,1.0
37.0,19.0,8.2,6731,1,22,2.5,29697,21,0,1.0
128.0,67.0,25.0,5765,3,8,3.2,25846,7,3,1.0
36.7,18.2,9.4,12010,1,12,2.7,32263,2,2,0.0
40.0,16.2,10.5,9425,1,25,2.7,43571,12,0,0.0
65.5,37.2,13.4,8409,2,25,2.7,44754,11,0,1.0
55.0,33.5,8.0,11034,2,5,3.0,44397,1,0,1.0
93.0,45.0,15.0,13874,3,16,2.7,32775,16,0,1.0
75.4,37.0,17.0,3331,2,5,2.5,22065,5,0,1.0
111.4,73.2,14.1,1218,4,4,3.1,20936,2,0,1.0
31.3,17.4,5.7,23103,1,4,2.5,21391,2,1,0.0
55.3,33.0,10.4,7011,2,5,2.84,28164,4,0,0.0
92.6,56.5,13.5,3042,4,6,3.4,24493,5,0,1.0
65.0,39.5,10.75,6608,3,16,2.65,29236,1,0,1.0
109.0,44.8,12.2,12071,3,21,2.5,13275,18,2,1.0
38.0,14.5,11.0,15076,1,27,2.75,33977,6,1,0.0
44.0,19.3,11.4,15950,1,25,2.75,35194,24,2,0.0
50.0,31.0,7.0,15813,2,9,2.65,49645,3,1,0.0
53.3,34.0,8.0,6793,2,5,3.0,27854,1,0,0.0
74.0,43.0,13.0,15940,3,18,2.8,25108,11,0,1.0
39.0,20.0,9.0,7982,1,18,2.8,31844,7,2,0.0
36.0,19.3,7.0,18309,1,9,2.6,19307,8,2,0.0
60.0,40.2,10.2,14670,3,9,2.6,16129,3,0,1.0
125.0,74.0,8.0,12719,3,6,2.75,37821,6,0,1.0
117.2,69.1,14.6,13223,3,8,3.09,14427,3,1,1.0
73.1,51.2,8.1,3167,2,5,2.8,19162,1,0,1.0
30.2,17.8,6.24,15606,1,9,2.5,14623,4,0,0.0
80.0,47.8,10.0,15018,3,17,2.6,50988,6,0,1.0
64.0,40.5,10.0,10939,3,14,2.5,12324,10,2,1.0
38.4,20.0,9.3,16209,1,9,2.7,50881,5,0,0.0
75.6,41.9,19.7,2803,2,5,3.0,21537,4,0,1.0
84.2,52.0,15.0,4527,2,3,4.37,23959,3,0,1.0
81.0,48.0,12.0,15067,3,12,2.6,50688,8,1,1.0
106.9,38.6,10.0,15759,1,4,3.1,44056,2,0,1.0
83.1,56.5,8.9,4873,4,6,3.05,24654,4,0,1.0
38.0,20.0,7.0,15584,1,9,2.7,24505,4,2,0.0
45.0,22.0,10.0,14895,1,15,2.56,12304,4,1,0.0
55.0,37.4,5.2,12016,3,9,2.5,14399,2,0,0.0
43.03,18.3,15.03,19230,1,12,2.75,20228,8,0,0.0
45.0,27.0,7.0,11628,2,5,2.6,27928,3,0,0.0
37.6,14.4,9.7,12665,1,17,2.7,14741,3,1,0.0
76.1,48.0,10.3,8945,3,6,3.0,11135,6,0,1.0
40.0,18.6,11.5,14769,1,24,2.7,37948,3,1,0.0
40.0,20.0,8.5,16642,1,12,2.7,36340,10,1,0.0
80.4,40.3,15.0,9037,2,25,2.74,20709,1,0,1.0
42.0,16.0,11.0,4281,1,10,2.75,30742,8,0,0.0
70.0,48.0,10.0,5831,3,6,3.5,25510,2,0,1.0
54.7,37.7,5.1,16858,3,5,2.5,16950,1,0,0.0
64.0,33.0,10.0,15547,2,5,3.0,18797,4,0,0.0
40.0,21.0,9.0,15436,1,13,2.65,34392,12,1,0.0
61.1,34.2,10.8,8460,2,16,3.05,37434,11,2,1.0
89.4,50.0,14.8,10790,3,13,2.7,29126,10,0,1.0
63.0,48.0,7.0,13769,3,9,2.5,21040,5,0,1.0
31.0,17.0,6.0,5859,1,5,2.7,30299,1,0,0.0
53.8,32.35,10.03,12179,2,16,2.7,31670,12,1,0.0
91.0,46.7,12.4,11907,3,16,2.65,33617,4,0,1.0
45.6,28.4,7.0,14977,2,9,2.3,49152,8,2,0.0
69.1,53.17,8.35,6057,3,4,3.0,27209,3,0,0.0
31.0,16.5,7.3,8285,1,9,2.5,14356,3,0,0.0
50.0,20.0,15.0,15973,1,15,2.7,17632,15,0,0.0
34.0,17.4,7.8,11479,1,9,2.6,15758,7,1,0.0
60.1,23.6,20.1,12029,2,23,2.76,21595,22,0,1.0
31.2,17.2,5.6,12427,1,5,2.5,29464,1,0,0.0
92.0,42.0,8.0,5980,3,7,3.2,32888,5,2,1.0
95.0,60.0,12.0,12107,1,16,2.75,36525,13,5,1.0
103.4,58.0,14.0,1501,1,2,3.7,24653,1,0,1.0
33.3,16.0,7.4,3584,1,5,3.35,19893,3,0,0.0
63.9,39.6,9.5,15180,3,9,2.6,12588,8,2,0.0
82.4,59.3,8.8,5469,3,4,3.6,26767,3,0,1.0
69.0,37.0,11.0,10841,2,12,2.7,34939,8,2,1.0
35.2,15.7,10.3,9496,1,16,2.7,43642,2,0,0.0
81.0,46.0,11.0,14978,3,9,2.6,33879,9,2,1.0
95.0,72.0,10.6,7078,3,9,2.6,30939,2,0,1.0
67.5,44.0,8.8,12353,3,9,2.5,13557,7,0,0.0
31.0,17.0,8.0,10316,1,9,2.7,36001,4,0,0.0
89.3,54.9,13.5,16921,3,25,2.8,44382,12,4,1.0
30.7,15.8,7.3,15910,1,5,2.6,18819,1,0,0.0
36.7,17.0,8.2,14513,1,10,2.6,36103,9,2,0.0
69.2,37.8,14.5,17459,2,23,2.75,22131,11,0,0.0
135.0,71.0,16.0,15116,3,7,3.0,51465,4,1,1.0
108.0,56.0,28.0,4587,3,5,3.05,19832,4,0,1.0
49.0,32.0,6.0,6573,2,3,2.95,23106,2,0,0.0
44.6,26.7,6.3,13763,2,9,2.55,14967,3,0,0.0
114.0,93.6,9.5,16432,3,5,2.65,18417,5,1,1.0
38.4,14.5,9.7,21613,1,16,2.5,19901,12,0,0.0
50.9,32.0,8.0,12591,2,9,2.5,19582,7,2,0.0
66.1,43.6,17.2,15032,3,11,2.75,33933,5,1,1.0
72.3,49.0,15.0,1308,3,4,2.9,21377,4,0,1.0
92.2,62.5,9.5,8656,4,5,3.0,31578,3,0,1.0
58.0,40.0,6.3,12580,3,9,2.56,31691,4,3,1.0
126.0,95.0,10.0,7134,3,4,3.3,34042,1,0,1.0
77.0,45.0,10.5,11479,3,14,2.6,13450,4,2,1.0
125.1,88.1,14.5,3639,5,5,3.5,31471,2,0,1.0
63.7,41.4,10.2,14034,3,15,2.6,15238,15,0,0.0
96.0,34.5,34.19,7953,3,16,2.7,15903,7,0,1.0
62.6,30.81,11.12,10820,2,23,2.6,43074,21,1,1.0
42.6,27.2,6.0,8667,2,5,2.52,39407,1,0,0.0
63.0,43.0,6.3,11158,3,9,2.55,12631,6,0,0.0
88.2,54.0,6.0,2487,3,5,2.6,22740,2,0,1.0
31.0,17.0,5.5,9402,1,5,2.5,36732,4,1,0.0
109.0,32.0,40.5,9176,2,25,2.75,36421,25,0,0.0
40.2,21.0,5.9,11435,1,4,2.8,21157,3,1,0.0
54.3,30.0,8.5,17004,2,17,2.8,15398,8,1,1.0
75.68,50.3,9.31,14770,3,7,3.2,19505,5,0,1.0
70.0,56.7,8.0,2780,4,5,3.1,24451,3,0,1.0
30.7,18.0,5.5,10495,1,5,2.54,10558,5,0,0.0
46.0,30.0,7.0,14513,2,9,2.65,51221,5,2,0.0
38.3,20.0,9.0,10337,1,12,2.7,30073,4,1,0.0
122.0,73.0,19.0,5966,3,5,3.0,24667,3,0,1.0
76.5,55.2,6.9,12796,4,9,2.5,19225,4,0,1.0
66.7,42.5,8.5,16316,3,9,2.65,50988,5,0,1.0
153.0,79.0,43.0,10581,4,20,2.75,39357,18,5,1.0
71.0,34.0,17.0,5160,2,8,3.0,23564,7,0,1.0
